time,position_x,momentum_z
0.0,5.0,-1.8
6.209354677338669e-05,4.999441158170412,-1.79999942820355
0.00012418709354677338,4.998882316554957,-1.799998856279254
0.00018628064032016005,4.998323475247753,-1.799998284227069
0.00024837418709354675,4.997764634405603,-1.7999977120469524
0.00031046773386693346,4.997205794247948,-1.7999971397388612
0.0003725612806403201,4.996646955056806,-1.7999965673027527
0.0004346548274137068,4.996088117176682,-1.7999959947385844
0.0004967483741870935,4.995529281014465,-1.7999954220463135
0.0005588419209604802,4.994970447039309,-1.7999948492258975
0.0006209354677338669,4.9944116157824885,-1.7999942762772938
0.0006830290145072536,4.99385278783724,-1.7999937032004603
0.0007451225612806402,4.9932939638585845,-1.7999931299953547
0.0008072161080540269,4.9927351445631265,-1.7999925566619348
0.0008693096548274136,4.992176330728843,-1.7999919832001587
0.0009314032016008003,4.991617523194847,-1.7999914096099847
0.000993496748374187,4.991058722861133,-1.7999908358913712
0.0010555902951475736,4.990499930688309,-1.799990262044277
0.0011176838419209604,4.989941147697302,-1.7999896880686606
0.001179777388694347,4.989382374969054,-1.7999891139644812
0.0012418709354677338,4.9888236136441915,-1.7999885397316984
0.0013039644822411204,4.9882648649226855,-1.7999879653702713
0.0013660580290145072,4.987706130063485,-1.7999873908801598
0.0014281515757878938,4.987147410384134,-1.7999868162613242
0.0014902451225612804,4.9865887072603785,-1.7999862415137247
0.0015523386693346672,4.9860300221257425,-1.799985666637322
0.0016144322161080538,4.985471356471097,-1.7999850916320772
0.0016765257628814406,4.984912711844205,-1.7999845164979515
0.0017386193096548272,4.984354089849255,-1.799983941234907
0.001800712856428214,4.983795492146365,-1.7999833658429054
0.0018628064032016006,4.983236920451084,-1.7999827903219092
0.0019248999499749874,4.982678376533865,-1.7999822146718814
0.001986993496748374,4.982119862219526,-1.799981638892785
0.0020490870435217606,4.981561379386689,-1.7999810629845836
0.0021111805902951472,4.981002929967212,-1.7999804869472416
0.0021732741370685343,4.980444515945588,-1.7999799107807233
0.002235367683841921,4.979886139358342,-1.7999793344849937
0.0022974612306153074,4.979327802293406,-1.7999787580600182
0.002359554777388694,4.978769506889473,-1.7999781815057627
0.002421648324162081,4.9782112553353395,-1.7999776048221936
0.0024837418709354677,4.977653049869231,-1.799977028009278
0.0025458354177088542,4.977094892778109,-1.7999764510669831
0.002607928964482241,4.976536786396967,-1.799975873995277
0.0026700225112556274,4.975978733108103,-1.799975296794128
0.0027321160580290145,4.975420735340379,-1.7999747194635054
0.002794209604802401,4.974862795568471,-1.7999741420033788
0.0028563031515757877,4.974304916312093,-1.7999735644137183
0.0029183966983491742,4.973747100135213,-1.7999729866944945
0.002980490245122561,4.973189349645253,-1.799972408845679
0.003042583791895948,4.9726316674922675,-1.7999718308672437
0.0031046773386693345,4.972074056368118,-1.799971252759161
0.003166770885442721,4.971516519005623,-1.7999706745214041
0.0032288644322161076,4.970959058177696,-1.7999700961539473
0.0032909579789894947,4.970401676696474,-1.7999695176567647
0.0033530515257628813,4.969844377412422,-1.7999689390298317
0.003415145072536268,4.969287163213438,-1.7999683602731238
0.0034772386193096545,4.968730037023924,-1.7999677813866177
0.003539332166083041,4.968173001803865,-1.7999672023702906
0.003601425712856428,4.967616060547876,-1.7999666232241205
0.0036635192596298147,4.967059216284246,-1.7999660439480858
0.0037256128064032013,4.966502472073971,-1.7999654645421659
0.003787706353176588,4.965945831009762,-1.7999648850063408
0.003849799899949975,4.965389296215051,-1.7999643053405912
0.003911893446723361,4.96483287084298,-1.7999637255448986
0.003973986993496748,4.964276558075381,-1.799963145619245
0.004036080540270135,4.963720361121738,-1.799962565563614
0.004098174087043521,4.963164283218141,-1.799961985377989
0.004160267633816908,4.962608327626228,-1.7999614050623542
0.0042223611805902945,4.962052497632114,-1.7999608246166954
0.0042844547273636815,4.961496796545311,-1.7999602440409983
0.0043465482741370685,4.960941227697633,-1.7999596633352501
0.004408641820910455,4.960385794442095,-1.7999590824994383
0.004470735367683842,4.959830500151795,-1.7999585015335513
0.004532828914457228,4.959275348218792,-1.7999579204375784
0.004594922461230615,4.958720342052971,-1.7999573392115098
0.004657016008004002,4.958165485080895,-1.7999567578553362
0.004719109554777388,4.957610780744651,-1.7999561763690495
0.004781203101550775,4.957056232500687,-1.799955594752642
0.004843296648324162,4.956501843818634,-1.7999550130061073
0.004905390195097548,4.955947618180128,-1.7999544311294393
0.004967483741870935,4.955393559077612,-1.7999538491226335
0.0050295772886443215,4.954839670013139,-1.7999532669856853
0.0050916708354177085,4.954285954497163,-1.7999526847185916
0.0051537643821910955,4.953732416047317,-1.79995210232135
0.005215857928964482,4.953179058187194,-1.799951519793959
0.005277951475737869,4.9526258844451085,-1.7999509371364177
0.005340045022511255,4.952072898352859,-1.7999503543487265
0.005402138569284642,4.951520103444478,-1.799949771430886
0.005464232116058029,4.95096750325498,-1.7999491883828984
0.005526325662831415,4.9504151013190985,-1.7999486052047662
0.005588419209604802,4.949862901170016,-1.799948021896493
0.005650512756378188,4.949310906338096,-1.7999474384580831
0.005712606303151575,4.948759120349595,-1.799946854889542
0.005774699849924962,4.948207546725384,-1.7999462711908758
0.0058367933966983485,4.9476561889796535,-1.7999456873620914
0.0058988869434717355,4.947105050618619,-1.7999451034031966
0.005960980490245122,4.94655413513922,-1.7999445193142003
0.006023074037018509,4.946003446027811,-1.799943935095112
0.006085167583791896,4.945452986758857,-1.7999433507459421
0.006147261130565282,4.9449027607936165,-1.799942766266702
0.006209354677338669,4.944352771578822,-1.7999421816574037
0.006271448224112056,4.943803022545361,-1.7999415969180603
